Province/State,Country/Region,Lat,Long,Time,Confirmados diarios,Muertos diarios,Recuperados diarios,Suma confirmados,Suma muertos,Suma recuperados,Porcentaje confirmados,Porcentaje muertos,Porcentaje recuperados
Reunion,France,-21.1351,55.2471,3/24/20,23,0,1.0,94,0,1.0,32.394366197183096,0.0,0.0
Saint Barthelemy,France,17.9,-62.8333,3/24/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
St Martin,France,18.0708,-63.0501,3/24/20,0,0,0.0,8,0,0.0,0.0,0.0,0.0
Martinique,France,14.6415,-61.0242,3/24/20,4,0,0.0,57,1,0.0,7.547169811320755,0.0,0.0
,France,46.2276,2.2137,3/24/20,2448,240,1043.0,22304,1100,3243.0,12.32876712328767,27.906976744186046,47.40909090909091
,Gabon,-0.8037,11.6094,3/24/20,1,0,0.0,6,1,0.0,20.0,0.0,0.0
,Gambia,13.4432,-15.3101,3/24/20,1,0,0.0,3,1,0.0,50.0,0.0,0.0
,Georgia,42.3154,43.3569,3/24/20,9,0,6.0,70,0,9.0,14.754098360655737,0.0,200.0
,Germany,51.0,9.0,3/24/20,3930,34,2977.0,32986,157,3243.0,13.525605726872246,27.642276422764226,1119.172932330827
,Ghana,7.9465,-1.0232,3/24/20,26,0,0.0,53,2,0.0,96.29629629629629,0.0,0.0
,Greece,39.0742,21.8243,3/24/20,48,3,10.0,743,20,29.0,6.906474820143885,17.647058823529413,52.63157894736842
,Guatemala,15.7835,-90.2308,3/24/20,1,0,0.0,21,1,0.0,5.0,0.0,0.0
,Guinea,9.9456,-9.6966,3/24/20,0,0,0.0,4,0,0.0,0.0,0.0,0.0
,Guyana,5.0,-58.75,3/24/20,0,0,0.0,20,1,0.0,0.0,0.0,0.0
,Haiti,18.9712,-72.2852,3/24/20,1,0,0.0,7,0,0.0,16.666666666666668,0.0,0.0
,Holy See,41.9029,12.4534,3/24/20,3,0,0.0,4,0,0.0,300.0,0.0,0.0
,Honduras,15.2,-86.2419,3/24/20,0,0,0.0,30,0,0.0,0.0,0.0,0.0
,Hungary,47.1625,19.5033,3/24/20,20,2,5.0,187,9,21.0,11.976047904191617,28.571428571428573,31.25
,Iceland,64.9631,-19.0208,3/24/20,60,0,15.0,648,5,51.0,10.204081632653061,0.0,41.666666666666664
,India,21.0,78.0,3/24/20,37,0,13.0,536,10,40.0,7.414829659318637,0.0,48.148148148148145
,Indonesia,-0.7893,113.9213,3/24/20,107,6,1.0,686,55,30.0,18.48013816925734,12.244897959183673,3.4482758620689653
,Iran,32.0,53.0,3/24/20,1762,122,982.0,24811,1934,8913.0,7.644583279101045,6.732891832229581,12.381792964317237
,Iraq,33.0,44.0,3/24/20,50,4,18.0,316,27,75.0,18.796992481203006,17.391304347826086,31.57894736842105
,Ireland,53.1424,-7.6921,3/24/20,204,1,0.0,1329,7,5.0,18.133333333333333,16.666666666666668,0.0
,Israel,31.0,35.0,3/24/20,167,2,16.0,1238,3,53.0,15.592903828197946,200.0,43.24324324324324
,Italy,43.0,12.0,3/24/20,5249,743,1302.0,69176,6820,8326.0,8.210928089852487,12.226427513575777,18.536446469248293
,Jamaica,18.1096,-77.2975,3/24/20,2,0,0.0,21,1,2.0,10.526315789473685,0.0,0.0
,Japan,36.0,138.0,3/24/20,65,1,50.0,1193,43,285.0,5.76241134751773,2.380952380952381,21.27659574468085
,Jordan,31.24,36.51,3/24/20,27,0,0.0,154,0,1.0,21.25984251968504,0.0,0.0
,Kazakhstan,48.0196,66.9237,3/24/20,10,0,0.0,72,3,0.0,16.129032258064516,0.0,0.0
,Kenya,-0.0236,37.9062,3/24/20,9,0,0.0,25,0,0.0,56.25,0.0,0.0
,"Korea, South",36.0,128.0,3/24/20,76,9,598.0,9037,120,3507.0,0.8481196295056356,8.108108108108109,20.55689240288759
,Kuwait,29.5,47.75,3/24/20,2,0,12.0,191,0,39.0,1.0582010582010581,0.0,44.44444444444444
,Kyrgyzstan,41.2044,74.7661,3/24/20,26,0,0.0,42,0,0.0,162.5,0.0,0.0
,Latvia,56.8796,24.6032,3/24/20,17,0,0.0,197,0,1.0,9.444444444444445,0.0,0.0
,Lebanon,33.8547,35.8623,3/24/20,51,0,0.0,318,4,8.0,19.10112359550562,0.0,0.0
,Liberia,6.4281,-9.4295,3/24/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
,Liechtenstein,47.14,9.55,3/24/20,0,0,0.0,51,0,0.0,0.0,0.0,0.0
,Lithuania,55.1694,23.8813,3/24/20,30,1,0.0,209,2,1.0,16.75977653631285,100.0,0.0
,Luxembourg,49.8153,6.1296,3/24/20,224,0,0.0,1099,8,6.0,25.6,0.0,0.0
,Madagascar,-18.7669,46.8691,3/24/20,5,0,0.0,17,0,0.0,41.666666666666664,0.0,0.0
,Malaysia,2.5,112.5,3/24/20,106,2,44.0,1624,16,183.0,6.982872200263505,14.285714285714286,31.654676258992804
,Maldives,3.2028,73.2207,3/24/20,0,0,5.0,13,0,5.0,0.0,0.0,0.0
,Malta,35.9375,14.3754,3/24/20,3,0,0.0,110,0,2.0,2.803738317757009,0.0,0.0
,Mauritania,21.0079,10.9408,3/24/20,0,0,0.0,2,0,0.0,0.0,0.0,0.0
,Mauritius,-20.2,57.5,3/24/20,6,0,0.0,42,2,0.0,16.666666666666668,0.0,0.0
,Mexico,23.6345,-102.5528,3/24/20,38,1,0.0,405,5,4.0,10.354223433242506,25.0,0.0
,Moldova,47.4116,28.3699,3/24/20,16,0,1.0,125,1,2.0,14.678899082568808,0.0,100.0
,Monaco,43.7333,7.4167,3/24/20,0,0,0.0,23,0,1.0,0.0,0.0,0.0
,Mongolia,46.8625,103.8467,3/24/20,0,0,0.0,10,0,0.0,0.0,0.0,0.0
,Montenegro,42.5,19.3,3/24/20,20,0,0.0,47,1,0.0,74.07407407407408,0.0,0.0
,Morocco,31.7917,-7.0926,3/24/20,27,1,3.0,170,5,6.0,18.88111888111888,25.0,100.0
,Namibia,-22.9576,18.4904,3/24/20,3,0,2.0,7,0,2.0,75.0,0.0,0.0
,Nepal,28.1667,84.25,3/24/20,0,0,0.0,2,0,1.0,0.0,0.0,0.0
Aruba,Netherlands,12.5186,-70.0358,3/24/20,3,0,1.0,12,0,1.0,33.333333333333336,0.0,0.0
Curacao,Netherlands,12.1696,-68.99,3/24/20,2,0,0.0,6,1,0.0,50.0,0.0,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,3/24/20,0,0,0.0,2,0,0.0,0.0,0.0,0.0
,Netherlands,52.1326,5.2913,3/24/20,811,63,0.0,5560,276,2.0,17.07727942724784,29.577464788732396,0.0
,New Zealand,-40.9006,174.886,3/24/20,53,0,12.0,155,0,12.0,51.96078431372549,0.0,0.0
,Nicaragua,12.8654,-85.2072,3/24/20,0,0,0.0,2,0,0.0,0.0,0.0,0.0
,Niger,17.6078,8.0817,3/24/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
,Nigeria,9.082,8.6753,3/24/20,4,0,0.0,44,1,2.0,10.0,0.0,0.0
,North Macedonia,41.6086,21.7453,3/24/20,12,0,0.0,148,2,1.0,8.823529411764707,0.0,0.0
,Norway,60.472,8.4689,3/24/20,242,2,5.0,2863,12,6.0,9.233117130866082,20.0,500.0
,Oman,21.0,57.0,3/24/20,18,0,0.0,84,0,17.0,27.272727272727273,0.0,0.0
,Pakistan,30.3753,69.3451,3/24/20,97,1,5.0,972,7,18.0,11.085714285714285,16.666666666666668,38.46153846153846
,Panama,8.538,-80.7821,3/24/20,0,0,1.0,345,6,1.0,0.0,0.0,0.0
,Papua New Guinea,-6.315,143.9555,3/24/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,Paraguay,-23.4425,-58.4438,3/24/20,5,1,0.0,27,2,0.0,22.727272727272727,100.0,0.0
,Peru,-9.19,-75.0152,3/24/20,21,2,0.0,416,7,1.0,5.3164556962025316,40.0,0.0
,Philippines,13.0,122.0,3/24/20,90,2,3.0,552,35,20.0,19.48051948051948,6.0606060606060606,17.647058823529413
,Poland,51.9194,19.1451,3/24/20,152,2,0.0,901,10,13.0,20.293724966622165,25.0,0.0
,Portugal,39.3999,-8.2245,3/24/20,302,10,17.0,2362,33,22.0,14.660194174757281,43.47826086956522,340.0
,Qatar,25.3548,51.1839,3/24/20,25,0,8.0,526,0,41.0,4.990019960079841,0.0,24.242424242424242
,Romania,45.9432,24.9668,3/24/20,218,4,15.0,794,11,79.0,37.84722222222222,57.142857142857146,23.4375
,Russia,60.0,90.0,3/24/20,57,0,6.0,495,1,22.0,13.013698630136986,0.0,37.5
,Rwanda,-1.9403,29.8739,3/24/20,4,0,0.0,40,0,0.0,11.11111111111111,0.0,0.0
,Saint Lucia,13.9094,-60.9789,3/24/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/24/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,San Marino,43.9424,12.4578,3/24/20,0,1,0.0,187,21,4.0,0.0,5.0,0.0
,Saudi Arabia,24.0,45.0,3/24/20,205,1,12.0,767,1,28.0,36.47686832740214,0.0,75.0
,Senegal,14.4974,-14.4524,3/24/20,7,0,3.0,86,0,8.0,8.860759493670885,0.0,60.0
,Serbia,44.0165,21.0059,3/24/20,54,0,14.0,303,3,15.0,21.686746987951807,0.0,1400.0
,Seychelles,-4.6796,55.492,3/24/20,0,0,0.0,7,0,0.0,0.0,0.0,0.0
,Singapore,1.2833,103.8333,3/24/20,49,0,12.0,558,2,156.0,9.62671905697446,0.0,8.333333333333334
,Slovakia,48.669,19.699,3/24/20,18,0,0.0,204,1,7.0,9.67741935483871,0.0,0.0
,Slovenia,46.1512,14.9955,3/24/20,38,1,0.0,480,4,0.0,8.597285067873303,33.333333333333336,0.0
,Somalia,5.1521,46.1996,3/24/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,South Africa,-30.5595,22.9375,3/24/20,152,0,4.0,554,0,4.0,37.81094527363184,0.0,0.0
,Spain,40.0,-4.0,3/24/20,4749,497,1219.0,39885,2808,3794.0,13.516051912568306,21.5058416270013,47.33980582524272
,Sri Lanka,7.0,81.0,3/24/20,5,0,0.0,102,0,3.0,5.154639175257732,0.0,0.0
,Sudan,12.8628,30.2176,3/24/20,1,0,0.0,3,1,0.0,50.0,0.0,0.0
,Suriname,3.9193,-56.0278,3/24/20,2,0,0.0,7,0,0.0,40.0,0.0,0.0
,Sweden,63.0,16.0,3/24/20,240,11,0.0,2286,36,16.0,11.730205278592376,44.0,0.0
,Switzerland,46.8182,8.2275,3/24/20,1082,2,0.0,9877,122,131.0,12.302444570778851,1.6666666666666667,0.0
,Taiwan*,23.7,121.0,3/24/20,20,0,1.0,215,2,29.0,10.256410256410257,0.0,3.5714285714285716
,Tanzania,-6.369,34.8888,3/24/20,0,0,0.0,12,0,0.0,0.0,0.0,0.0
,Thailand,15.0,101.0,3/24/20,106,3,8.0,827,4,52.0,14.701803051317615,300.0,18.181818181818183
,Togo,8.6195,0.8248,3/24/20,2,0,0.0,20,0,1.0,11.11111111111111,0.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,3/24/20,6,0,0.0,57,0,1.0,11.764705882352942,0.0,0.0
,Tunisia,34.0,9.0,3/24/20,25,1,0.0,114,4,1.0,28.089887640449437,33.333333333333336,0.0
,Turkey,38.9637,35.2433,3/24/20,343,7,0.0,1872,44,0.0,22.432962720732505,18.91891891891892,0.0
,Uganda,1.0,32.0,3/24/20,0,0,0.0,9,0,0.0,0.0,0.0,0.0
,Ukraine,48.3794,31.1656,3/24/20,24,0,0.0,97,3,1.0,32.87671232876713,0.0,0.0
,United Arab Emirates,24.0,54.0,3/24/20,50,0,7.0,248,2,45.0,25.252525252525253,0.0,18.42105263157895
Bermuda,United Kingdom,32.3078,-64.7505,3/24/20,0,0,0.0,6,0,0.0,0.0,0.0,0.0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/24/20,1,0,0.0,6,1,0.0,20.0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,3/24/20,0,0,0.0,36,0,0.0,0.0,0.0,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,3/24/20,0,0,3.0,15,0,5.0,0.0,0.0,150.0
Isle of Man,United Kingdom,54.2361,-4.5481,3/24/20,10,0,0.0,23,0,0.0,76.92307692307692,0.0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,3/24/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,United Kingdom,55.3781,-3.4360000000000004,3/24/20,1427,87,70.0,8077,422,135.0,21.458646616541355,25.970149253731343,107.6923076923077
,Uruguay,-32.5228,-55.7658,3/24/20,0,0,0.0,162,0,0.0,0.0,0.0,0.0
,US,37.0902,-95.7129,3/24/20,9893,222,170.0,53736,1008,348.0,22.564605524257008,28.244274809160306,95.50561797752809
,Uzbekistan,41.3775,64.5853,3/24/20,4,0,0.0,50,0,0.0,8.695652173913043,0.0,0.0
,Venezuela,6.4238,-66.5897,3/24/20,7,0,0.0,84,0,15.0,9.090909090909092,0.0,0.0
,Vietnam,16.0,108.0,3/24/20,11,0,0.0,134,0,17.0,8.94308943089431,0.0,0.0
,Zambia,-15.4167,28.2833,3/24/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
,Zimbabwe,-20.0,30.0,3/24/20,0,0,0.0,3,1,0.0,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
,Dominica,15.415,-61.371,3/24/20,0,0,0.0,2,0,0.0,0.0,0.0,0.0
,Grenada,12.1165,-61.679,3/24/20,0,0,,1,0,,0.0,0.0,0.0
,Mozambique,-18.665695,35.529562,3/24/20,2,0,,3,0,,200.0,0.0,0.0
,Syria,34.802075,38.99681500000001,3/24/20,0,0,,1,0,,0.0,0.0,0.0
,Timor-Leste,-8.874217,125.727539,3/24/20,0,0,,1,0,,0.0,0.0,0.0
,Belize,13.1939,-59.5432,3/24/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,3/24/20,0,0,,0,0,,0.0,0.0,0.0
